题型,题目,选项A,选项B,选项C,选项D,选项E,答案,解析
单选,对党员的纪律处分种类( )。,①②④⑤,①②③④⑤,①③④⑤,①②③④,B,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》规定，党员的权利有( )条，义务有( )条。,10；10,8；8,7；7,9；9,B,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》共有( )章( )条。,11；55,12；50,11；50,10；55,A,来源：理论知识测试内容（参考）,
单选,党员如果没有正当理由，连续( )个月不参加党的组织生活...。,3,4,6,12,C,来源：理论知识测试内容（参考）,
单选,发展党员始终要把( )放在首位。,道德品行,工作能力,综合素质,政治标准,D,来源：理论知识测试内容（参考）,
单选,年满( )岁的中国工人...可以申请加入中国共产党。,16,14,18,20,C,来源：理论知识测试内容（参考）,
单选,发展党员禁止突击发展，反对( )。,个人主义,关门主义,自由主义,形式主义,B,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》规定，预备党员的预备期为( )。,两年,三年,一年,半年,C,来源：理论知识测试内容（参考）,
单选,党的( )都无权剥夺党员的权利。,上级组织,党中央,任何一级组织...,除党中央外...,C,来源：理论知识测试内容（参考）,
单选,预备党员的权利，除了没有( )以外，同正式党员一样。,表决权...,表决权...,选举权...,表决权,A,来源：理论知识测试内容（参考）,
单选,对要求入党的积极分子...要重视在生产...和( )中发展党员。,工人,农民,青年,知识分子,C,来源：理论知识测试内容（参考）,
单选,党员的党龄从( )之日算起。,支部大会...,上级组织...,预备期满...,支部大会...,C,来源：理论知识测试内容（参考）,
单选,党员的入党时间，从( )之日算起。,递交入党申请书,党支部大会...,预备期满...,成为预备党员...,B,来源：理论知识测试内容（参考）,
单选,申请入党的人，要填写入党志愿书，要有( )正式党员做介绍人...,一名,两名,三名,四名,B,来源：理论知识测试内容（参考）,
单选,预备党员在预备期间...不具备党员条件的，应当( )资格。,开除预备党员,保留预备党员,取消预备党员,延长预备期限,C,来源：理论知识测试内容（参考）,
单选,党员缺乏革命意志...经教育仍无转变的，应当( )。,把其除名,劝其退党,把其开除,进行处分,B,来源：理论知识测试内容（参考）,
单选,每个党员，不论职务高低...参加党的( )，接受党内外群众的监督。,民主生活,组织生活,学习活动,教育培训,B,来源：理论知识测试内容（参考）,
单选,党的上下级组织之间要互通情报、互相支持和( )。,互相监督,互相批评,互相表扬,互相提醒,A,来源：理论知识测试内容（参考）,
单选,党组织讨论决定问题...下列不属于此原则范围的是( )。,对于少数人...,如对重大问题...,按职务高低决定,在特殊的情况...,C,来源：理论知识测试内容（参考）,
单选,党的基层委员会...选举产生后，应报( )批准。,上级党委,上级组织部门,上级党组织,上级党组织书记,C,来源：理论知识测试内容（参考）,
单选,凡是成立党的新组织，或是撤销党的原有组织，必须由( )决定。,上级党组织,县级以上党组织,上级党委,上级党委书记,A,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》规定，党的各级代表大会代表实行( )。,终身制,任期制,聘任制,委任制,B,来源：理论知识测试内容（参考）,
单选,党的各级代表大会的代表和委员会的产生，要体现( )的意志。,每一个党员,被选举人,选举人,领导人,C,来源：理论知识测试内容（参考）,
单选,党的各级委员会实行( )和( )负责相结合的制度。,集体领导...,集体决策...,集体协商...,集体决策...,A,来源：理论知识测试内容（参考）,
单选,代表会议代表的名额和产生办法，由( )决定。,召集代表会议...,上级代表委员会,同级代表委员会,上级代表委员会...,A,来源：理论知识测试内容（参考）,
单选,党员个人代表党组织发表重要主张...必须提交所在的( )...,党的主要领导决定,党组织讨论决定,党委成员讨论决定,党政主要领导决定,B,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》规定，党的最高领导机关是党的( )。,中央政治局...,中央政治局...,全国代表大会...,中央委员会,C,来源：理论知识测试内容（参考）,
单选,党的全国代表大会每( )举行一次。,三年,四年,五年,六年,C,来源：理论知识测试内容（参考）,
单选,《中国共产党章程》规定，党的全国代表大会由( )召集。,中央委员会,中央政治局,中央政治局...,中央书记处,A,来源：理论知识测试内容（参考）,
单选,党的中央委员会每届任期( )。,三年,五年,十年,终身,B,来源：理论知识测试内容（参考）,
单选,党的省、自治区、直辖市的代表大会...每( )举行一次。,半年,一年,三年,五年,D,来源：理论知识测试内容（参考）,
单选,党的地方各级委员会全体会议，每年至少召开( )。,一次,两次,三次,四次,B,来源：理论知识测试内容（参考）,
单选,凡是有正式党员( )人以上的，都应当成立党的基层组织。,一,二,三,四,C,来源：理论知识测试内容（参考）,
单选,实行行政领导人负责制的事业单位中党的基层组织，发挥( )作用。,领导核心,组织领导,战斗堡垒,监督检查,C,来源：理论知识测试内容（参考）,
单选,( )是党的全部工作和战斗力的基础。,党的委员会,党的基层组织,党小组,党支部,B,来源：理论知识测试内容（参考）,
单选,党的基层组织是指( )。,党委、党支部...,党小组、党委...,党委、党总支...,党委、党支部,C,来源：理论知识测试内容（参考）,
单选,党的基层组织是党在社会基层组织中的( )...,基础,细胞,核心,战斗堡垒,D,来源：理论知识测试内容（参考）,
单选,党的市（地、州、盟）和县（市、区、旗）委员会建立( )制度。,巡视,巡察,检查,监察,B,来源：理论知识测试内容（参考）,
单选,党的中央和省...实行巡视制度，在( )内，对...实现巡视全覆盖。,一年,三年,十年,一届任期,D,来源：理论知识测试内容（参考）,
单选,下列不属于新党章所规定的党组任务的是( )。,加强对本单位...,讨论和决定...,领导机关...,受理处置...,D,来源：理论知识测试内容（参考）,
单选,联合党支部覆盖单位一般不超过( )...,3个,5个,1个,4个,B,来源：理论知识测试内容（参考）,
单选,党支部书记...按照( )的决议，全面负责党支部工作。,党员大会,支部委员会,党员大会...,党小组会,C,来源：理论知识测试内容（参考）,
单选,党支部应当每( )向党员大会和上级党组织报告一次党费...,半年,一年,二年,三年,B,来源：理论知识测试内容（参考）,
单选,党支部( )是党支部的议事决策机构，由全体党员参加...,党员大会,支委会,党小组会,主题党日,A,来源：理论知识测试内容（参考）,
单选,党员人数不足50人、确因工作需要的...也可以( )。,设立党总支,党委,党支部,设立党总支或党委,A,来源：理论知识测试内容（参考）,
单选,预备党员...需要继续考察和教育的，可以延长预备期，但不能超过( )。,一年,一年半,两年,半年,A,来源：理论知识测试内容（参考）,
单选,预备党员的( )同正式党员一样。,义务,权利和义务,待遇,权利,A,来源：理论知识测试内容（参考）,
单选,留党察看的期限最长不超过( )。,2年,3年,1年,半年,A,来源：理论知识测试内容（参考）,
单选,基层党委每年把党员教育管理工作情况作为向( )报告工作的重要内容。,上级党支部委员会,上级党委,上级党组织,党组织,C,来源：理论知识测试内容（参考）,
单选,党员人数不足100人、确因工作需要的...可以设立( )。,党委,党总支,党组,联合党委,A,来源：理论知识测试内容（参考）,
单选,机关...党支部书记一般由本部门本单位( )担任...,主要负责人,行政负责人,普通职工,财务人员,A,来源：理论知识测试内容（参考）,
单选,党支部党员大会...一般( )召开1次。,每季度,半年,每个月,一年,A,来源：理论知识测试内容（参考）,
单选,全面提升党支部( )，强化党支部政治功能...,组织能力,组织力,行动力,政治能力,B,来源：理论知识测试内容（参考）,
单选,所属各单位( )发挥领导作用，把方向、管大局...,上级党组织,党委,党组织,基层党组织,C,来源：理论知识测试内容（参考）,
单选,党支部书记每( )至少与一名党员谈心一次，每( )与...,月；年,季度；年,月；半年,月；季度,A,来源：理论知识测试内容（参考）,
单选,民主评议党员( )结合组织生活会一并进行。,可以,不可以,应该,不能,A,来源：理论知识测试内容（参考）,
单选,上级党委对党支部上报的...应当在( )内审批...,1个月；3个月,2个月；4个月,3个月；6个月,4个月；一年,C,来源：理论知识测试内容（参考）,
单选,国有企业重大经营管理事项必须经( )研究讨论后...,书记办公会,党委（党组）,党员代表大会,职工代表大会,B,来源：理论知识测试内容（参考）,
单选,以下适用《中国共产党不合格党员组织处置办法》中限期改正的情形是( )。,信仰宗教,组织观念...,与党组织...,以上均是,D,来源：理论知识测试内容（参考）,
单选,以下适用《中国共产党不合格党员组织处置办法》中除名的情形是( )。,没有正当理由...,不交纳党费,不做党所分配...,以上均是,D,来源：理论知识测试内容（参考）,
单选,对因与党组织失去联系被停止党籍( )年后确实无法取得联系的应除名,半,1,2,3,C,来源：理论知识测试内容（参考）,
单选,( )国家战略体系和能力建设工作机制，完善涉军决策...,现代化,规范化,多元化,一体化,D,来源：理论知识测试内容（参考）,
单选,要加快构建促进数字经济发展体制机制，发展( )来打造...,物联网,工业互联网,区块链,云计算,B,来源：理论知识测试内容（参考）,
单选,关于科技创新，二十届三中全会强调要强化企业( )地位。,科技创新主体,人才培养主体,资金投入主体,成果转化主体,A,来源：理论知识测试内容（参考）,
单选,完善中央财政科技经费分配...扩大( )范围。,科研项目审批制,财政科研项目...,科研经费使用...,科研项目验收制,B,来源：理论知识测试内容（参考）,
单选,关于发展全过程人民民主，二十届三中全会强调要坚持( )有机统一。,党的领导...,经济建设...,改革...,城乡统筹...,A,来源：理论知识测试内容（参考）,
单选,二十届三中全会提出要健全( )制度，推动人民当家作主...,人大代表选举...,政协协商制度,基层自治制度,以上都是,D,来源：理论知识测试内容（参考）,
单选,在完善中国特色社会主义法治体系方面，强调要加强( )领域立法。,仅重点领域,仅新兴领域,仅涉外领域,重点领域...,D,来源：理论知识测试内容（参考）,
单选,要构建更有效力的国际传播体系，推进( )重构。,国际传播格局,国际政治格局,国际经济格局,国际文化格局,A,来源：理论知识测试内容（参考）,
单选,关于文化体制改革，二十届三中全会提出要优化( )机制。,文化产品进口...,文化服务...,文化企业管理...,文化市场监管...,B,来源：理论知识测试内容（参考）,
单选,二十届三中全会强调要健全( )体系，加强普惠性...,基本公共服务...,社会保障...,医疗卫生...,教育制度体系,A,来源：理论知识测试内容（参考）,
单选,在完善收入分配制度方面...要构建( )分配协调配套的制度体系。,仅初次分配,初次分配、再分配,初次分配...,仅再分配,C,来源：理论知识测试内容（参考）,
单选,关于就业政策，二十届三中全会提出要支持和规范发展( )。,传统就业形态,新就业形态,国有企业就业,海外就业,B,来源：理论知识测试内容（参考）,
单选,要按照( )原则，稳妥有序推进渐进式延迟法定退休年龄改革。,强制性、一刀切,自愿、弹性,快速、全面,暂缓、观望,B,来源：理论知识测试内容（参考）,
单选,二十届三中全会审议通过了( )。,建议,决定,中共中央关于进一步全面深化改革...,决定,C,来源：理论知识测试内容（参考）,
单选,当前和今后一个时期是以( )全面推进强国建设...,社会主义现代化,中国特色社会主义,习近平新时代...,中国式现代化,D,来源：理论知识测试内容（参考）,
单选,进一步全面深化改革必须坚持( )思想理论。,仅坚持马列...,仅坚持邓小平...,仅坚持科学发展观...,坚持马列...全面贯彻...,D,来源：理论知识测试内容（参考）,
单选,二十届三中全会提出，到( )要全面建成高水平社会主义市场经济体制。,2025年,2030年,2035年,2040年,C,来源：理论知识测试内容（参考）,
单选,关于构建高水平社会主义市场经济体制...要( )的处理政府和市场的关系。,仅发挥市场作用,仅发挥政府作用,既“放得活”又“管得住”,完全由政府控制,C,来源：理论知识测试内容（参考）,
单选,要健全因地制宜发展新质生产力体制机制，推动( )的突破和创新。,仅技术革命性...,仅生产要素...,仅产业深度...,技术革命性突破...,D,来源：理论知识测试内容（参考）,
单选,关于教育改革...要建立( )牵引的学科设置调整机制...,市场需求,国际趋势,科技发展...,学生兴趣,C,来源：理论知识测试内容（参考）,
多选,习近平总书记从哪些方面对加快建设文化强国作出部署？,坚定不移走中国特色社会主义文化发展道路,着力激发全民族文化创新创造活力,始终坚持文化建设着眼于人、落脚于人,在创造性转化和创新性发展中赓续中华文脉,不断提升国家文化软实力和中华文化影响力,"A,B,C,D",来源：理论知识测试内容（参考）
多选,加快建设农业强国规划提出加快建设（）的农业强国。,供给保障强,科技装备强,经营体系强,产业韧性强,竞争能力强,"A,B,C,D",来源：理论知识测试内容（参考）
多选,推动文化繁荣、建设文化强国，要传承和弘扬中华优秀传统文化。以下相关说法中正确的有（）。,中华优秀传统文化是我们在世界文化激荡中站稳脚跟的根基,对历史文化要全部予以继承,关键是推动中华优秀传统文化创造性转化、创新性发展,要坚持古为今用、推陈出新,,"A,C,D",来源：理论知识测试内容（参考）
多选,我们要从巩固党的执政地位...加强国家文化软实力建设，不断提高（）。,国际传播影响力,中华文化感召力,中国形象亲和力,中国话语说服力,国际舆论引导力,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,习近平文化思想蕴含一系列重大创新观点，包括（）。,坚持党的文化领导权,推动物质文明和精神文明协调发展,坚持“两个结合”,担负新时代的文化使命,坚定文化自信,"A,B,C,D,E,F,G",来源：理论知识测试内容（参考）
多选,习近平总书记指出：“铸牢中华民族共同体意识，就是要引导各族人民牢固树立（）的共同体理念。”,休戚与共,荣辱与共,生死与共,命运与共,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,习近平总书记强调，弘扬爱国主义精神，（）。,必须把爱国主义教育作为永恒主题,必须坚持爱国主义和社会主义相统一,必须维护祖国统一和民族团结,必须尊重和传承中华民族历史和文化,必须坚持立足民族又面向世界,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,要坚持以正确舆论引导人，做到所有工作都（）。,有利于坚持中国共产党领导和我国社会主义制度,有利于推动改革发展,有利于增进全国各族人民团结,有利于维护社会和谐稳定,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,习近平文化思想...吸收和发展了中华优秀传统文化中（）等重要价值理念。,关于文以载道、文以化人,关于民族大义、家国情怀,关于道德教化、伦理规范,关于人文素养、美学精神,关于文化交流、文明共生,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,社会主义先进文化是党领导人民在（）中国特色社会主义的历史进程中创造的文化。,探索,开创,坚持,发展,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,要把纠治（）摆在更加突出位置。,形式主义,官僚主义,享乐主义,奢靡之风,,"A,B",来源：理论知识测试内容（参考）
多选,关于违规吃喝问题，以下有关说法正确的有（）。,违规吃喝是无伤大雅的小事小节,违规吃喝是促进发展的润滑剂,违规吃喝是可能产生权力寻租和利益输送的温床,不能把“业务需要”作为违规吃喝的挡箭牌,,"C,D",来源：理论知识测试内容（参考）
多选,关于中央八项规定，以下相关说法正确的有（）。,是一个切入口和动员令,党的十九大后制定的第一部重要党内法规,中央八项规定精神适用范围更加广泛,各地各部门制定的规定均属于细则,从规定到精神体现了决心和成效,"A,C,D,E",来源：理论知识测试内容（参考）
多选,全会鲜明提出“（）”，既是推进中国式现代化的发力点，也是进一步全面深化改革的着力点。,聚焦构建高水平社会主义市场经济体制,聚焦发展全过程人民民主,聚焦建设社会主义文化强国,聚焦提高人民生活品质,聚焦建设美丽中国,"A,B,C,D,E,F,G",来源：理论知识测试内容（参考）
多选,以“六个坚持”深刻总结改革开放以来特别是新时代全面深化改革的宝贵经验——“（）”。,坚持党的全面领导,坚持以人民为中心,坚持守正创新,坚持以制度建设为主线,坚持全面依法治国,"A,B,C,D,E,F",来源：理论知识测试内容（参考）
多选,发展以（）为特征的生产力。,高技术,高效能,高质量,高产量,,"A,B,C",来源：理论知识测试内容（参考）
多选,要在全社会树立法律权威...培育社会成员（）的良好环境。,办事依法,遇事找法,解决问题用法,化解矛盾靠法,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,加快建设（）的法治政府。,职能科学,权责法定,执法严明,公开公正,智能高效,"A,B,C,D,E,F,G",来源：理论知识测试内容（参考）
多选,每个领导干部都要牢固树立...（）等基本法治观念。,权由法定,以言代法,权依法使,以权压法,,"A,C",来源：理论知识测试内容（参考）
多选,习近平总书记强调：“全面依法治国是一个系统工程...更加注重（）。”,系统性,整体性,时代性,协同性,,"A,B,D",来源：理论知识测试内容（参考）
多选,要完善（）的社会治理体制。,党委领导,政府负责,社会协同,公众参与,法治保障,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,群防群治和（）是枫桥创造的基层治理经验。,省级领导下访接访,小事不出村,大事不出镇,矛盾不上交,,"B,C,D",来源：理论知识测试内容（参考）
多选,（），这三个方面实质上是中国特色社会主义法治道路的核心要义。,坚持党的领导,坚持有法可依,坚持中国特色社会主义制度,贯彻中国特色社会主义法治理论,,"A,C,D",来源：理论知识测试内容（参考）
多选,（），始终是我们党立于不败之地的强大根基。,促进社会公平正义,维护宪法法律权威,坚持人民当家作主,充分调动人民积极性,,"C,D",来源：理论知识测试内容（参考）
多选,体现中华民族生态文化的名句有：____。,“天下大同”,“道法自然”,“劝君莫打三春鸟，儿在巢中望母归”,“一粥一饭，当思来处不易”,,"B,C,D",来源：理论知识测试内容（参考）
多选,走（）的绿化发展之路。,科学,高速,生态,节俭,,"A,C,D",来源：理论知识测试内容（参考）
多选,要按照（）的原则，开展节约型机关...等创建行动。,系统推进,广泛参与,突出重点,分类施策,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,习近平生态文明思想...对生态文明建设的（）等作出全面谋划。,总体思路,重大原则,目标任务,建设路径,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,以下哪几项属于有时代特色、为生态文明事业不懈奋斗的精神？,焦裕禄精神,右玉沙地造林精神,红旗渠精神,八步沙林场“六老汉”精神,塞罕坝精神,"A,B,D,E",来源：理论知识测试内容（参考）
多选,“四个结构”是指____。,产业结构,能源结构,运输结构,消费结构,用地结构,"A,B,C,E",来源：理论知识测试内容（参考）
多选,人与自然的关系是人类社会最基本的关系。以下选项正确的有：____。,自然是生命之母,人类应该以自然为根,人类可以凌驾于自然之上,人类对大自然的伤害不会伤及人类自身,,"A,B",来源：理论知识测试内容（参考）
多选,推进生态环境保护宣传教育（），引导全社会树立生态文明意识。,进学校,进家庭,进社区,进工厂,进机关,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,深刻把握习近平生态文明思想的（）。,科学性和真理性,人民性和实践性,先进性和纯洁性,开放性和时代性,,"A,B,D",来源：理论知识测试内容（参考）
多选,努力把“一带一路”建设成为（）。,和平之路,繁荣之路,开放之路,绿色之路,创新之路,"A,B,C,D,E,F",来源：理论知识测试内容（参考）
多选,以下哪几项属于党的十八大以来习近平总书记亲自谋划、亲自部署、亲自推动的区域重大战略？,京津冀协同发展,长江经济带发展,粤港澳大湾区建设,长三角一体化发展,黄河流域生态保护和高质量发展,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,保护环境是每个人的责任，人人都应该做______。,批评家,践行者,仲裁者,推动者,,"B,D",来源：理论知识测试内容（参考）
多选,习近平生态文明思想...集中体现为：...（）。,坚持人与自然和谐共生,坚持绿水青山就是金山银山,坚持良好生态环境是最普惠的民生福祉,坚持绿色发展是发展观的深刻革命,坚持统筹山水林田湖草沙系统治理,"A,B,C,D,E,F",来源：理论知识测试内容（参考）
多选,在（）等方面的要求日益增长。,民主,法治,公平,正义,安全,"A,B,C,D,E,F",来源：理论知识测试内容（参考）
多选,社会主义不同于资本主义就在于社会主义的首要价值是（）、（）。,提高劳动效率,体现公平正义,实现共同富裕,提高经济效益,,"B,C",来源：理论知识测试内容（参考）
多选,加大对（）的财政支持力度。,革命老区,民族地区,边疆地区,欠发达地区,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,什么是当今世界的潮流？答案只有一个，那就是（）。,和平,发展,合作,共赢,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,违反民主集中制原则，有下列行为之一的...（）。,拒不执行或者擅自改变党组织作出的重大决定,违反议事规则个人或者少数人决定重大问题,故意规避集体决策,借集体决策名义集体违规,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,有下列行为之一，对直接责任者和领导责任者...（）。,公款旅游,改变公务行程，借机旅游,参加所管理企业考察活动，借机旅游,,,"A,B,C",来源：理论知识测试内容（参考）
多选,党的纪律处分条例应遵循的原则____。,坚持党要管党、全面从严治党,党纪面前一律平等,实事求是,民主集中制,惩前毖后、治病救人,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,有下列情形之一的，应该从重或加重处分。,主动交代本人应当受到党纪处分的问题,强迫、唆使他人违纪,违纪受处分后又因故意违纪应当受党纪处分,主动上缴或者退赔违纪所得,,"B,C",来源：理论知识测试内容（参考）
多选,党员犯罪，有下列情形之一的，应当给予开除党籍处分。,党员行为造成损失或者后果是有不可抗力原因所引起,因故意犯罪被依法判处刑法规定的主刑,被单处或者附加剥夺政治权利,因过失犯罪被判处三年以上有期徒刑,,"B,C,D",来源：理论知识测试内容（参考）
多选,违背社会公序良俗可能会受到哪种情形的处分。,警告或严重警告处分,撤销党内职务或留党察看处分,不受党纪处分,开除党籍处分,,"A,B,D",来源：理论知识测试内容（参考）
多选,党组织和党员必须坚持初心使命，牢固树立____。,政治意识,大局意识,核心意识,看齐意识,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,及时进行____让“红红脸、出出汗”成为常态。,警示教育,批评教育,责令检查、诫勉,谈话提醒,,"B,C,D",来源：理论知识测试内容（参考）
多选,根据情节严重程度，可以予以____。,改组,解散,重组,遣散,,"A,B",来源：理论知识测试内容（参考）
多选,____等依法改变原生效判决、裁定、决定等。,财政机关,监察机关,司法机关,行政机关,,"B,C,D",来源：理论知识测试内容（参考）
多选,党员受留党察看处分期间，没有哪些权利。,表决权,选举权,被选举权,发言权,,"A,B,C",来源：理论知识测试内容（参考）
多选,搞劳民伤财的____的，从重或者加重处分。,形象工程,政绩工程,面子工程,景观亮化工程,,"A,B",来源：理论知识测试内容（参考）
多选,落实党中央决策部署____，在政治上造成不良影响或者严重后果的。,不坚决,打折扣,搞变通,缺思考,,"A,B,C",来源：理论知识测试内容（参考）
多选,这个“理想信念”，就是____。”,马克思主义信仰,共产主义远大理想,中国特色社会主义共同理想,,,"A,B,C",来源：理论知识测试内容（参考）
多选,我国社会主义初级阶段的含义是（）,我国还处在社会主义过渡的新时期,我国已经是社会主义,我国正处于向共产主义过渡的新时期,我国的社会主义还处在初级阶段,,"B,D",来源：理论知识测试内容（参考）
多选,社会主义社会的主要特征有（）,剥削制度的消灭和公有制为主体,按劳分配,大力发展社会主义市场经济,实行无产阶级专政,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,经济文化相对落后的国家建设社会主义之所以是长期的和艰巨的，是因为（）,商品经济不发达，生产力落后,封建主义传统长，缺乏近代民主的传统,受到资本主义列强的遏制和扼杀,马克思主义执政党对规律的探索是一个过程,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,中国共产党战胜敌人的三大法宝是（）。,统一战线,反对机会主义,党的建设,武装斗争,,"A,C,D",来源：理论知识测试内容（参考）
多选,中国共产党在长期的革命斗争中形成了优良的作风，主要是（）,坚持党的工人阶级先锋队性质,理论与实际相结合,密切联系群众,批评与自我批评,,"B,C,D",来源：理论知识测试内容（参考）
多选,被称为中国共产党历史上的两个伟大转折点是（）。,八七会议,遵义会议,十一届三中全会,瓦窑堡会议,,"B,C",来源：理论知识测试内容（参考）
多选,关于邓小平理论的表述中，正确的表述有（）。,是对毛泽东思想的继承和发展,是改造了的马克思主义,是对当今时代特征所做的新的科学判断,是党和人民实践经验和集体智慧的结晶,,"A,C,D",来源：理论知识测试内容（参考）
多选,科学发展观体现了中国共产党对客观规律的认识进一步深化，包括（）。,共产党执政规律,社会主义建设规律,人类社会发展规律,自然辩证法规律,,"A,B,C",来源：理论知识测试内容（参考）
多选,发展之所以成为中国共产党执政兴国的第一要务，是因为（）。,发展是坚持党的先进性的要求,发展决定着中国的前途和命运,发展是社会主义本质的要求,发展是实现全面建成小康社会目标的要求,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,确保如期全面建成（）、实现第一个百年奋斗目标，为开启全面建设（）国家新征程奠定坚实基础。,小康社会,社会主义社会,发达国家,社会主义现代化,,"A,D",来源：理论知识测试内容（参考）
多选,（）、（）不是一阵子的事，而是一辈子的事。,不忘初心,经济发展,牢记使命,社会进步,,"A,C",来源：理论知识测试内容（参考）
多选,不忘初心、牢记使命，说到底是（）、（）的问题。,为什么人,靠什么人,初心,耐心,,"A,B,C",来源：理论知识测试内容（参考）
多选,毛泽东在党的七届二中全会上提出，务必使同志们保持（）。,密切联系群众的作风,实事求是的作风,谦虚、谨慎、不骄、不躁的作风,艰苦奋斗的作风,自我批评的作风,"C,D",来源：理论知识测试内容（参考）
多选,我们党立志于（），责任无比重大、使命无上光荣。,中华民族千秋伟业,人类和平与发展,实现全面小康,建设人类命运共同体,,"A,B",来源：理论知识测试内容（参考）
多选,我们隆重庆祝中国共产党成立（）、中华人民共和国成立（），制定第（）个历史决议，号召全党（）伟大建党精神。,一百周年,七十周年,三,学习、践行,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,"十八大召开以来...三件大事：一是() , 二是（），三是（）。",迎来中国共产党成立一百周年,中国特色社会主义进入新时代,完成脱贫攻坚、全面建成小康社会的历史任务,已经实现中华民族伟大复兴,,"A,B,C",来源：理论知识测试内容（参考）
多选,实现建军一百年奋斗目标...要（）。,全面加强人民军队党的建设,全面加强练兵备战,全面加强军事治理,巩固提高一体化国家战略体系和能力,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,统揽（）。,伟大斗争,伟大工程,伟大事业,伟大梦想,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,建成世界上规模最大的（）、 ( )、（），人民群众获得感...更加充实。,教育体系,社会保障体系,医疗体系,法律体系,,"A,B,C",来源：理论知识测试内容（参考）
多选,要坚持（），加快建设教育强国、科技强国、人才强国。,教育优先发展,科技自立自强,人才引领驱动,创新驱动发展,,"A,B,C",来源：理论知识测试内容（参考）
多选,坚持（），加强同民主党派和无党派人士的团结合作。,长期共存,互相监督,肝胆相照,荣辱与共,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,实施公民道德建设工程...推动（），提高人民道德水准和文明素养。,立政德,明大德,守公德,严私德,,"B,C,D",来源：理论知识测试内容（参考）
多选,完善个人所得税制度...（）。,保护合法收入,调节过高收入,扩大中等收入,取缔非法收入,,"A,B,D",来源：理论知识测试内容（参考）
多选,党的地方委员会...对本地区（）实行全面领导。,经济建设,政治建设,文化建设,社会建设和生态文明建设,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,公职人员违反民主集中制原则...直接给予（）的政务处分。,警告,记过,记大过,撤职,,"A,B,C",来源：理论知识测试内容（参考）
多选,新形势下，党面临的（）是长期的、复杂的、严峻的。,执政考验,改革开放考验,市场经济考验,外部环境考验,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,各级党组织应当...促使党的领导干部做到（）。,有权必有责,有责要担当,用权受监督,失责必追究,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,违反有关规定组织、参加用公款支付的（），或者用公款购买...给予警告或者严重警告处分。,宴请,高消费娱乐,健身活动,公务接待,,"A,B,C",来源：理论知识测试内容（参考）
多选,弄虚作假，骗取（）的，给予警告或者严重警告处分。,职务,职级,职称,待遇,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,公职人员在被立案审查期间，其所在机关...不得对其（）。,交流,晋升,奖励,处分,办理退休手续,"A,B,C,D,E",来源：理论知识测试内容（参考）
多选,《中国共产党问责条例》规定有（）情形之一的，可以不予问责或者免予问责。,及时采取补救措施，有效挽回损失的,在推进改革中因缺乏经验出现的失误,在集体决策中对错误决策提出明确反对意见的,在决策实施中因不可抗力造成损失的,,"B,C,D",来源：理论知识测试内容（参考）
多选,党委（党组）讨论决定干部任免事项，应当按照下列（）程序。,组织（人事）部门负责人逐个介绍情况,涉及破格提拔等事先报告,参加会议人员进行充分讨论,进行表决，以党委（党组）应到会成员超过半数同意形成决定,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,述责述廉重点是（）。,执行政治纪律和政治规矩情况,履行管党治党责任情况,推进党风廉政建设和反腐败工作情况,执行廉洁纪律情况,,"A,B,C,D",来源：理论知识测试内容（参考）
多选,有下列（）情形，依照《中国共产党纪律处分条例》，应当从重或者加重处分。,拒不上交或者退赔违纪所得的,强迫、唆使他人违纪的,违纪受处分后又因故意违纪应当受到党纪处分的,违纪受到党纪处分后，又被发现其受处分前的违纪行为,,"A,B,C,D",来源：理论知识测试内容（参考）
